명칭,전화번호,주소,위도,경도,주차 가능,조리 가능,픽업서비스,부대 시설,객실명,객실크기,기준인원,비수기주말최소,비수기주중최소,성수기,id
다인리조트,064-799-2600,제주특별자치도 제주시 애월읍 애월해안로 400-9,33.4714751921,126.3512637615,가능,가능,불가,"TV, 노래방, 드라이기, 라이브공연장, 목욕시설, 세면도구, 세미나실, 실외풀장, 연회장, 웨딩홀, 조식뷔페, 취사용품, 편의점",스위트 트윈,8.0,2.0,250000.0,250000.0,341882.9232068054,684
다인리조트,064-799-2600,제주특별자치도 제주시 애월읍 애월해안로 400-9,33.4714751921,126.3512637615,가능,가능,불가,"TV, 노래방, 드라이기, 라이브공연장, 목욕시설, 세면도구, 세미나실, 실외풀장, 연회장, 욕조, 웨딩홀, 조식뷔페, 취사용품, 편의점",다인빌라,8.0,13.0,700000.0,700000.0,957272.1849790552,685
다인리조트,064-799-2600,제주특별자치도 제주시 애월읍 애월해안로 400-9,33.4714751921,126.3512637615,가능,가능,불가,"TV, 노래방, 드라이기, 라이브공연장, 목욕시설, 세면도구, 세미나실, 실외풀장, 연회장, 웨딩홀, 조식뷔페, 취사용품, 편의점",로얄스위트 더블,8.0,2.0,270000.0,270000.0,369233.5570633499,686
다인리조트,064-799-2600,제주특별자치도 제주시 애월읍 애월해안로 400-9,33.4714751921,126.3512637615,가능,가능,불가,"TV, 노래방, 드라이기, 라이브공연장, 목욕시설, 세면도구, 세미나실, 실외풀장, 연회장, 웨딩홀, 조식뷔페, 취사용품, 편의점",패밀리 디럭스,8.0,5.0,360000.0,360000.0,492311.4094177998,687
다인리조트,064-799-2600,제주특별자치도 제주시 애월읍 애월해안로 400-9,33.4714751921,126.3512637615,가능,가능,불가,"TV, 노래방, 드라이기, 라이브공연장, 목욕시설, 세면도구, 세미나실, 실외풀장, 연회장, 웨딩홀, 조식뷔페, 취사용품, 편의점",카라반,8.0,2.0,250000.0,250000.0,341882.9232068054,688
다인리조트,064-799-2600,제주특별자치도 제주시 애월읍 애월해안로 400-9,33.4714751921,126.3512637615,가능,가능,불가,"TV, 노래방, 드라이기, 라이브공연장, 목욕시설, 세면도구, 세미나실, 실외풀장, 연회장, 웨딩홀, 조식뷔페, 취사용품, 편의점",복층,8.0,5.0,400000.0,400000.0,547012.6771308887,689
예이츠 산장,064-767-3746,제주특별자치도 서귀포시 남원읍 516로 918,33.3257535999,126.6010592399,가능,가능,불가,"PC, TV, 목욕시설, 산책로, 세면도구, 소형견놀이터, 야외수영장, 취사용품, 황금빅버거",슈페리어 20평형,20.0,2.0,82000.0,82000.0,122000.0,690
예이츠 산장,064-767-3746,제주특별자치도 서귀포시 남원읍 516로 918,33.3257535999,126.6010592399,가능,가능,불가,"PC, TV, 목욕시설, 산책로, 세면도구, 소형견놀이터, 야외수영장, 취사용품, 황금빅버거",디럭스 25평형,25.0,4.0,92000.0,92000.0,142000.0,691
예이츠 산장,064-767-3746,제주특별자치도 서귀포시 남원읍 516로 918,33.3257535999,126.6010592399,가능,가능,불가,"PC, TV, 목욕시설, 산책로, 세면도구, 소형견놀이터, 야외수영장, 취사용품, 황금빅버거",로얄스위트 28평형,28.0,6.0,130000.0,130000.0,172000.0,692
예이츠 산장,064-767-3746,제주특별자치도 서귀포시 남원읍 516로 918,33.3257535999,126.6010592399,가능,가능,불가,"PC, TV, 목욕시설, 산책로, 세면도구, 소형견놀이터, 야외수영장, 취사용품, 황금빅버거",별채 13평형,13.0,2.0,72000.0,72000.0,92000.0,693
담앤루리조트,064-739-6612,제주특별자치도 서귀포시 이어도로343번길 63,33.2458850471,126.4515573305,가능,가능,가능,"TV, 드라이기, 레스토랑, 목욕시설, 바베큐장, 세면도구, 야외수영장, 야외영화관, 욕조, 자쿠지, 취사용품, 편의점&기프트샵",[비나리] 러블리,20.0,2.0,150000.0,141506.1075493022,205129.7539240833,694
담앤루리조트,064-739-6612,제주특별자치도 서귀포시 이어도로343번길 63,33.2458850471,126.4515573305,가능,가능,가능,"TV, 드라이기, 레스토랑, 목욕시설, 바베큐장, 세면도구, 야외수영장, 야외영화관, 욕조, 자쿠지, 취사용품, 편의점&기프트샵",흐노니,30.0,4.0,150000.0,141506.1075493022,205129.7539240833,695
담앤루리조트,064-739-6612,제주특별자치도 서귀포시 이어도로343번길 63,33.2458850471,126.4515573305,가능,가능,가능,"TV, 드라이기, 레스토랑, 목욕시설, 바베큐장, 세면도구, 야외수영장, 야외영화관, 욕조, 자쿠지, 취사용품, 편의점&기프트샵",[마루] 흐노니,37.0,4.0,150000.0,141506.1075493022,205129.7539240833,696
담앤루리조트,064-739-6612,제주특별자치도 서귀포시 이어도로343번길 63,33.2458850471,126.4515573305,가능,가능,가능,"TV, 드라이기, 레스토랑, 목욕시설, 바베큐장, 세면도구, 야외수영장, 야외영화관, 욕조, 자쿠지, 취사용품, 편의점&기프트샵",[풀빌라] 아라,37.0,4.0,150000.0,141506.1075493022,205129.7539240833,697
담앤루리조트,064-739-6612,제주특별자치도 서귀포시 이어도로343번길 63,33.2458850471,126.4515573305,가능,가능,가능,"TV, 드라이기, 레스토랑, 목욕시설, 바베큐장, 세면도구, 야외수영장, 야외영화관, 욕조, 자쿠지, 취사용품, 편의점&기프트샵",[가온] 스위트,70.0,6.0,150000.0,141506.1075493022,205129.7539240833,698
담앤루리조트,064-739-6612,제주특별자치도 서귀포시 이어도로343번길 63,33.2458850471,126.4515573305,가능,가능,가능,"TV, 드라이기, 레스토랑, 목욕시설, 바베큐장, 세면도구, 야외수영장, 야외영화관, 욕조, 자쿠지, 취사용품, 편의점&기프트샵",[누리] 누리2,15.0,2.0,150000.0,141506.1075493022,205129.7539240833,699
담앤루리조트,064-739-6612,제주특별자치도 서귀포시 이어도로343번길 63,33.2458850471,126.4515573305,가능,가능,가능,"TV, 드라이기, 레스토랑, 목욕시설, 바베큐장, 세면도구, 야외수영장, 야외영화관, 욕조, 자쿠지, 취사용품, 편의점&기프트샵",[마루] 비나리,27.0,2.0,150000.0,141506.1075493022,205129.7539240833,700
담앤루리조트,064-739-6612,제주특별자치도 서귀포시 이어도로343번길 63,33.2458850471,126.4515573305,가능,가능,가능,"TV, 드라이기, 레스토랑, 목욕시설, 바베큐장, 세면도구, 야외수영장, 야외영화관, 욕조, 자쿠지, 취사용품, 편의점&기프트샵",[가온] 풀빌라,60.0,4.0,150000.0,141506.1075493022,205129.7539240833,701
담앤루리조트,064-739-6612,제주특별자치도 서귀포시 이어도로343번길 63,33.2458850471,126.4515573305,가능,가능,가능,"TV, 드라이기, 레스토랑, 목욕시설, 바베큐장, 세면도구, 야외수영장, 야외영화관, 욕조, 자쿠지, 취사용품, 편의점&기프트샵",[누리] 누리1,25.0,3.0,150000.0,141506.1075493022,205129.7539240833,702
담앤루리조트,064-739-6612,제주특별자치도 서귀포시 이어도로343번길 63,33.2458850471,126.4515573305,가능,가능,가능,"TV, 드라이기, 레스토랑, 목욕시설, 바베큐장, 세면도구, 야외수영장, 야외영화관, 욕조, 자쿠지, 취사용품, 편의점&기프트샵",[비나리] 패밀리,20.0,3.0,150000.0,141506.1075493022,205129.7539240833,703
노인과바다,064-764-9966,제주특별자치도 서귀포시 남원읍 남태해안로 11-12,33.2750803732,126.7099759487,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 취사용품",25평형,25.0,4.0,140000.0,120000.0,230000.0,704
노인과바다,064-764-9966,제주특별자치도 서귀포시 남원읍 남태해안로 11-12,33.2750803732,126.7099759487,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 취사용품",20평형,20.0,4.0,120000.0,100000.0,200000.0,705
롱비치펜션,064-764-9944,제주특별자치도 서귀포시 남태해안로 11-16 롱비치펜션,33.2753831304,126.7107786499,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 산책로, 세면도구, 취사용품",20평형,20.0,2.0,110000.0,103771.1455361549,150428.4862109944,706
롱비치펜션,064-764-9944,제주특별자치도 서귀포시 남태해안로 11-16 롱비치펜션,33.2753831304,126.7107786499,가능,가능,불가,"TV, 드라이기, 바베큐장, 산책로, 세면도구, 취사용품",22평형,20.0,4.0,110000.0,103771.1455361549,150428.4862109944,707
롱비치펜션,064-764-9944,제주특별자치도 서귀포시 남태해안로 11-16 롱비치펜션,33.2753831304,126.7107786499,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 산책로, 세면도구, 취사용품",17평형,17.0,2.0,110000.0,103771.1455361549,150428.4862109944,708
바다에누워 펜션,064-764-6800,제주특별자치도 서귀포시 남원읍 위미해안로 60,33.2696884696,126.6578361411,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 취사용품",10평형,10.0,2.0,50000.0,50000.0,90000.0,709
바다에누워 펜션,064-764-6800,제주특별자치도 서귀포시 남원읍 위미해안로 60,33.2696884696,126.6578361411,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 취사용품",30평형,30.0,6.0,150000.0,150000.0,260000.0,710
바다에누워 펜션,064-764-6800,제주특별자치도 서귀포시 남원읍 위미해안로 60,33.2696884696,126.6578361411,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 취사용품",20평형,20.0,2.0,60000.0,60000.0,180000.0,711
보물섬펜션,064-784-0039,제주특별자치도 서귀포시 성산읍 한도로242번길 10-11,33.4664517038,126.931705148,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐 / 야외수영장, 세면도구, 취사용품",8평형 온돌/침실,8.0,2.0,38000.0,38000.0,51966.20432743443,712
보물섬펜션,064-784-0039,제주특별자치도 서귀포시 성산읍 한도로242번길 10-11,33.4664517038,126.931705148,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐 / 야외수영장, 세면도구, 취사용품",19평형 온돌/침실,19.0,4.0,70000.0,70000.0,95727.21849790552,713
뷰티풀하우스,,제주특별자치도 서귀포시 이어도로253번길 2(대포동),33.2437463177,126.4466828006,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 야외수영장, 취사용품",A타입,12.0,2.0,80000.0,80000.0,80000.0,714
뷰티풀하우스,,제주특별자치도 서귀포시 이어도로253번길 2(대포동),33.2437463177,126.4466828006,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 야외수영장, 취사용품",오션뷰,14.0,2.0,90000.0,90000.0,90000.0,715
뷰티풀하우스,,제주특별자치도 서귀포시 이어도로253번길 2(대포동),33.2437463177,126.4466828006,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 야외수영장, 취사용품",복층,15.0,2.0,150000.0,150000.0,150000.0,716
뷰티풀하우스,,제주특별자치도 서귀포시 이어도로253번길 2(대포동),33.2437463177,126.4466828006,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 야외수영장, 취사용품",오션뷰,17.0,4.0,120000.0,120000.0,120000.0,717
제주 써니데이,010-3808-5204,제주특별자치도 서귀포시 대포로 131,33.2396299343,126.4358310559,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 산책로, 세면도구, 정원, 취사용품",A Type,16.0,2.0,120000.0,120000.0,170000.0,718
제주 써니데이,010-3808-5204,제주특별자치도 서귀포시 대포로 131,33.2396299343,126.4358310559,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 산책로, 세면도구, 정원, 취사용품",B Type,16.0,2.0,120000.0,120000.0,170000.0,719
제주 써니데이,010-3808-5204,제주특별자치도 서귀포시 대포로 131,33.2396299343,126.4358310559,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 산책로, 세면도구, 정원, 취사용품",C Type,18.0,2.0,140000.0,140000.0,190000.0,720
제주 써니데이,010-3808-5204,제주특별자치도 서귀포시 대포로 131,33.2396299343,126.4358310559,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 산책로, 세면도구, 정원, 취사용품",D Type,18.0,2.0,160000.0,160000.0,210000.0,721
아망뜨펜션(제주),064-787-0300,제주특별자치도 서귀포시 표선면 민속해안로 11,33.3060923857,126.806436338,있음,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 있음, 취사용품",9평형,9.0,2.0,150000.0,141506.1075493022,205129.7539240833,722
아망뜨펜션(제주),064-787-0300,제주특별자치도 서귀포시 표선면 민속해안로 11,33.3060923857,126.806436338,있음,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 있음, 취사용품",포세이돈,,6.0,150000.0,141506.1075493022,205129.7539240833,723
아망뜨펜션(제주),064-787-0300,제주특별자치도 서귀포시 표선면 민속해안로 11,33.3060923857,126.806436338,있음,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 있음, 취사용품",20평형 에로스,20.0,3.0,150000.0,141506.1075493022,205129.7539240833,724
아망뜨펜션(제주),064-787-0300,제주특별자치도 서귀포시 표선면 민속해안로 11,33.3060923857,126.806436338,있음,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 있음, 취사용품",20평형 헤라,20.0,4.0,150000.0,141506.1075493022,205129.7539240833,725
아망뜨펜션(제주),064-787-0300,제주특별자치도 서귀포시 표선면 민속해안로 11,33.3060923857,126.806436338,있음,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 있음, 취사용품",30평형,30.0,6.0,150000.0,141506.1075493022,205129.7539240833,726
앙끄리에펜션,064-739-2727,제주특별자치도 서귀포시 색달로61번길 59-8,33.2632769775,126.4138213265,있음,가능,가능,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 취사용품",15평형,15.0,2.0,90000.0,90000.0,123077.8523544499,727
앙끄리에펜션,064-739-2727,제주특별자치도 서귀포시 색달로61번길 59-8,33.2632769775,126.4138213265,있음,가능,가능,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 취사용품",24평형,24.0,4.0,150000.0,150000.0,205129.7539240833,728
앙끄리에펜션,064-739-2727,제주특별자치도 서귀포시 색달로61번길 59-8,33.2632769775,126.4138213265,있음,가능,가능,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 취사용품",40평형,40.0,8.0,240000.0,240000.0,328207.6062785332,729
그린사이드,064-738-0074,제주특별자치도 서귀포시 천제연로 51(색달동),33.2564832418,126.4112189253,가능,가능,가능,"감귤농원, 바베큐장",15평형,15.0,3.0,70000.0,70000.0,95727.21849790552,730
그린사이드,064-738-0074,제주특별자치도 서귀포시 천제연로 51(색달동),33.2564832418,126.4112189253,가능,가능,가능,"감귤농원, 바베큐장",15평형,15.0,3.0,140000.0,140000.0,191454.436995811,731
제주바다산책,064-764-9955,제주특별자치도 서귀포시 남원읍 남태해안로 11-14,33.2752664712,126.7104397927,가능,가능,불가,"TV, 드라이기, 목욕시설, 바다산책로, 바베큐장, 세면도구, 잔디정원, 취사용품",20평,20.0,4.0,100000.0,90000.0,120000.0,732
제주바다산책,064-764-9955,제주특별자치도 서귀포시 남원읍 남태해안로 11-14,33.2752664712,126.7104397927,가능,가능,불가,"TV, 드라이기, 목욕시설, 바다산책로, 바베큐장, 세면도구, 잔디정원, 취사용품",23평,23.0,4.0,110000.0,100000.0,130000.0,733
제주 하이랜드 펜션,064-738-1944,제주특별자치도 서귀포시 이어도로 244(대포동),33.2423075649,126.4452190707,가능,가능,불가,"TV, 감귤체험장, 골프연습장, 드라이기, 목욕시설, 바베큐장, 세면도구, 직영승마장, 취사용품, 흔들그네",18평형,18.0,2.0,130000.0,122638.6265427286,177779.1200675388,734
제주 하이랜드 펜션,064-738-1944,제주특별자치도 서귀포시 이어도로 244(대포동),33.2423075649,126.4452190707,가능,가능,불가,"TV, 감귤체험장, 골프연습장, 드라이기, 목욕시설, 바베큐장, 세면도구, 직영승마장, 취사용품, 흔들그네",15평형,15.0,2.0,130000.0,122638.6265427286,177779.1200675388,735
제주 하이랜드 펜션,064-738-1944,제주특별자치도 서귀포시 이어도로 244(대포동),33.2423075649,126.4452190707,가능,가능,불가,"TV, 감귤체험장, 골프연습장, 드라이기, 목욕시설, 바베큐장, 세면도구, 직영승마장, 취사용품, 흔들그네",45평형,45.0,8.0,130000.0,122638.6265427286,177779.1200675388,736
제주 하이랜드 펜션,064-738-1944,제주특별자치도 서귀포시 이어도로 244(대포동),33.2423075649,126.4452190707,가능,가능,불가,"TV, 감귤체험장, 골프연습장, 드라이기, 목욕시설, 바베큐장, 세면도구, 직영승마장, 취사용품, 흔들그네",20평형,20.0,4.0,130000.0,122638.6265427286,177779.1200675388,737
제주 지삿개풍경,064-738-5353,제주특별자치도 서귀포시 이어도로 150,33.2398521701,126.4382447306,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 산책로, 세면도구, 취사용품, 캠프파이어, 텃밭",101호,13.0,3.0,70000.0,60000.0,70000.0,738
제주 지삿개풍경,064-738-5353,제주특별자치도 서귀포시 이어도로 150,33.2398521701,126.4382447306,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 산책로, 세면도구, 취사용품, 캠프파이어, 텃밭",102호,18.0,6.0,90000.0,80000.0,90000.0,739
제주 지삿개풍경,064-738-5353,제주특별자치도 서귀포시 이어도로 150,33.2398521701,126.4382447306,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 산책로, 세면도구, 취사용품, 캠프파이어, 텃밭",201호,13.0,6.0,90000.0,80000.0,90000.0,740
제주 지삿개풍경,064-738-5353,제주특별자치도 서귀포시 이어도로 150,33.2398521701,126.4382447306,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 산책로, 세면도구, 취사용품, 캠프파이어, 텃밭",황토방,25.0,6.0,90000.0,80000.0,90000.0,741
제주 지삿개풍경,064-738-5353,제주특별자치도 서귀포시 이어도로 150,33.2398521701,126.4382447306,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 산책로, 세면도구, 취사용품, 캠프파이어, 텃밭",202호,18.0,6.0,90000.0,80000.0,90000.0,742
제주 지삿개풍경,064-738-5353,제주특별자치도 서귀포시 이어도로 150,33.2398521701,126.4382447306,가능,가능,불가,"바베큐장, 산책로, 캠프파이어, 텃밭",황토방,18.0,6.0,90000.0,80000.0,90000.0,743
제주 지삿개풍경,064-738-5353,제주특별자치도 서귀포시 이어도로 150,33.2398521701,126.4382447306,가능,가능,불가,"바베큐장, 산책로, 캠프파이어, 텃밭",301호,25.0,8.0,140000.0,120000.0,140000.0,744
제주 지삿개풍경,064-738-5353,제주특별자치도 서귀포시 이어도로 150,33.2398521701,126.4382447306,가능,가능,불가,"바베큐장, 산책로, 캠프파이어, 텃밭",302호,15.0,6.0,80000.0,70000.0,80000.0,745
해뜨는집 펜션,064-784-8812,제주특별자치도 서귀포시 성산읍 한도로 137,33.4691290372,126.9225419911,가능,가능,불가,"TV, 드라이기, 레스토랑, 목욕시설, 세면도구, 취사용품",콘도형 20평형,20.0,4.0,89000.0,89000.0,130000.0,746
해뜨는집 펜션,064-784-8812,제주특별자치도 서귀포시 성산읍 한도로 137,33.4691290372,126.9225419911,가능,가능,불가,"PC, TV, 드라이기, 레스토랑, 목욕시설, 세면도구, 욕조, 취사용품",콘도형 30평형,30.0,6.0,120000.0,120000.0,150000.0,747
해뜨는집 펜션,064-784-8812,제주특별자치도 서귀포시 성산읍 한도로 137,33.4691290372,126.9225419911,가능,불가,불가,"TV, 드라이기, 레스토랑, 목욕시설, 세면도구",호텔형 13평형,13.0,2.0,49000.0,49000.0,70000.0,748
해뜨는집 펜션,064-784-8812,제주특별자치도 서귀포시 성산읍 한도로 137,33.4691290372,126.9225419911,가능,가능,불가,"TV, 드라이기, 레스토랑, 목욕시설, 세면도구, 욕조, 취사용품",콘도형 18평형,18.0,4.0,79000.0,79000.0,120000.0,749
해뜨는집 펜션,064-784-8812,제주특별자치도 서귀포시 성산읍 한도로 137,33.4691290372,126.9225419911,가능,가능,불가,"TV, 드라이기, 레스토랑, 목욕시설, 세면도구, 취사용품",콘도형 16평형,16.0,2.0,59000.0,59000.0,80000.0,750
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 편의점",[소형룸] 헤스티,30.0,2.0,80000.0,80000.0,120000.0,751
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 편의점",[소형룸] 헤오션,30.0,2.0,90000.0,90000.0,130000.0,752
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[소형룸] 주노,30.0,4.0,200000.0,200000.0,300000.0,753
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[스파룸] 델마르,30.0,2.0,120000.0,120000.0,170000.0,754
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[스파룸] 델루즈,30.0,2.0,120000.0,120000.0,170000.0,755
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[스파룸] 델페르,30.0,2.0,130000.0,130000.0,190000.0,756
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[PET룸] 해피앙,30.0,2.0,130000.0,130000.0,200000.0,757
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[PET룸] 해피뚜,30.0,4.0,200000.0,200000.0,300000.0,758
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[PET룸] 해피바다,30.0,2.0,180000.0,180000.0,250000.0,759
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[대형룸] 그랜드9,30.0,18.0,1300000.0,1300000.0,1800000.0,760
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[대형룸] 하노2,30.0,4.0,200000.0,200000.0,300000.0,761
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[대형룸] 펜트3,30.0,6.0,500000.0,500000.0,600000.0,762
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[대형룸] 로얄4,30.0,8.0,600000.0,600000.0,850000.0,763
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[대형룸] 풀하우스,30.0,4.0,350000.0,350000.0,550000.0,764
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[PET룸] 해피트와,30.0,4.0,350000.0,350000.0,550000.0,765
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[PET룸] 해피수피,30.0,6.0,400000.0,400000.0,500000.0,766
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[대형룸] 별봄,30.0,4.0,400000.0,400000.0,500000.0,767
까델아스 리조트,064-799-7996,제주특별자치도 제주시 애월읍 신엄9길 50,33.4758888442,126.3671844993,가능,가능,불가,"TV, 레스토랑, 목욕시설, 바베큐장, 세미나실, 야외수영장, 욕조, 취사용품, 편의점",[대형룸] 수피아,30.0,6.0,400000.0,400000.0,500000.0,768
꼬뜨도르 호텔,064-782-0800,제주특별자치도 제주시 구좌읍 일주동로 1724,33.5521887531,126.716877367,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 정원, 취사용품",29평형,29.0,6.0,100000.0,100000.0,136753.1692827222,769
꼬뜨도르 호텔,064-782-0800,제주특별자치도 제주시 구좌읍 일주동로 1724,33.5521887531,126.716877367,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 정원, 취사용품",15평형,15.0,2.0,68000.0,68000.0,92992.15511225107,770
꼬뜨도르 호텔,064-782-0800,제주특별자치도 제주시 구좌읍 일주동로 1724,33.5521887531,126.716877367,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 정원, 취사용품",12평형,12.0,2.0,58000.0,58000.0,79316.83818397885,771
꼬뜨도르 호텔,064-782-0800,제주특별자치도 제주시 구좌읍 일주동로 1724,33.5521887531,126.716877367,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 정원, 취사용품",9평형,9.0,2.0,48000.0,48000.0,65641.52125570664,772
늘송파크텔[한국관광 품질인증/Korea Quality],010-9264-4831,제주특별자치도 제주시 원노형5길 22(노형동),33.487592166,126.4832158111,가능,불가,가능,"PC, TV, 드라이기, 목욕시설, 세면도구, 없음",이미지룸,8.0,2.0,50000.0,50000.0,68376.58464136109,773
늘송파크텔[한국관광 품질인증/Korea Quality],010-9264-4831,제주특별자치도 제주시 원노형5길 22(노형동),33.487592166,126.4832158111,가능,불가,가능,"PC, TV, 드라이기, 목욕시설, 세면도구, 없음",트윈베드룸,8.0,2.0,60000.0,60000.0,82051.9015696333,774
늘송파크텔[한국관광 품질인증/Korea Quality],010-9264-4831,제주특별자치도 제주시 원노형5길 22(노형동),33.487592166,126.4832158111,가능,불가,가능,"PC, TV, 드라이기, 목욕시설, 세면도구, 없음",프린세스룸,8.0,2.0,50000.0,50000.0,68376.58464136109,775
