음식점 이름,음식점 주소,전화번호,태그,특징,상세페이지 주소,좌표,lat,lon,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,img,주차시설,가성비,반려동물동반,위생,로컬 맛집,조용한,좋은 분위기,오션뷰,뷰가 좋은,theme,리뷰,has_required_food,id
샤브마니아신서귀포점,제주특별자치도 서귀포시 신서귀로 11 민우상가 102호(법환동),064-738-7774,"식사모임, 가족외식","지역주민이찾는, 점심특선, 점심식사, 저녁식사, 셀프바, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=wozn2Jk1wvnh,"{'lat': '33.251086509163', 'lng': '126.509061957594'}",33.25108651,126.509062,09:30,19:30,09:30,19:30,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/62be211b-ed6d-47a0-8cb0-42c2881d9aa6.jpg,True,False,True,False,True,False,False,False,False,"#차슈덮밥 #매운갈비찜 #분식
#김밥 #음식 #갈비 #갈비찜",64.0,False,452
소길역,제주특별자치도 제주시 애월읍 소길2길 53,010-4197-6763,"혼밥, 혼자먹기","저녁식사, 바테이블, 주차",https://www.diningcode.com/profile.php?rid=4ObGRst128yQ,"{'lat': '33.4381219234291', 'lng': '126.380290341948'}",33.43812192,126.3802903,11:30,21:00,11:30,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8f5e02c3-6cb8-4004-8ed6-d82d002adfa8.jpg,True,False,False,False,False,False,False,False,False,"#일식 #샤부샤부 #스키야키
#덮밥 #카레우동 #음식 #카레 #가정식카레 #스끼야끼 #카레덮밥 #오차즈케",46.0,False,453
소라네집,제주특별자치도 서귀포시 성산읍 환해장성로 631,064-782-2771,해장,"현지인맛집, 로컬맛집, 아침식사, 점심식사",https://www.diningcode.com/profile.php?rid=W9DR6KR27RHE,"{'lat': '33.4103474085453', 'lng': '126.908059424305'}",33.41034741,126.9080594,8:00,19:00,8:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b289cef3-2448-44b4-b71e-e1383ce40465.jpg,False,False,False,False,True,False,False,False,False,"#전복 #문어 #소라
#횟집 #음식 #성게비빔밥 #성게국 #고등어구이 #전복죽 #해물라면 #라면 #문어라면 #새우라면 #보말죽 #해산물모둠 #성게미역국 #전복구이 #소라회 #해삼 #멍게 #새우 #회 #해산물",57.0,False,454
소소밀,제주특별자치도 제주시 한북로 139,010-2679-3511,"데이트, 기념일","예약, 분위기좋은, 점심식사, 저녁식사, 반려동물동반, 예약가능, 주차",https://www.diningcode.com/profile.php?rid=DX4sOKhTeEHf,"{'lat': '33.4636282292805', 'lng': '126.530937098036'}",33.46362823,126.5309371,11:00,21:30,11:00,21:30,https://api.cdn.visitjeju.net/photomng/imgpath/202308/17/d04ea1b0-d5d7-4917-b4e0-efec9e982c9d.jpg,True,False,True,False,False,False,True,False,False,"#버섯샐러드 #양갈비 #오픈주방
#와인",69.0,False,455
솔동산고기국수,제주특별자치도 서귀포시 부두로 23,0507-1353-5353,"가족외식, 혼밥","캐주얼한, 현지인맛집, 아침식사, 점심식사, 저녁식사, 포장가능, 아기의자, 무료주차",https://www.diningcode.com/profile.php?rid=CvphVShs2XFJ,"{'lat': '33.2429452564123', 'lng': '126.565223153339'}",33.24294526,126.5652232,9:00,20:00,9:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/92a211c2-1972-4cc6-955f-5a103ce957d0.jpg,True,False,False,False,True,False,True,False,False,"#솔동산 #해물국수 #흑돼지만두
#돔베고기 #흑돼지 #음식 #식당 #고기국수 #국수 #비빔국수 #국밥 #검은콩국수 #김치말이국수 #만두",77.5,False,456
수까락,제주특별자치도 제주시 한천로 33,064-749-7113,부모님,"정갈한, 현지인맛집, 점심식사, 저녁식사, 정원, 주차",https://www.diningcode.com/profile.php?rid=NoDIQHNKX91t,"{'lat': '33.5021314837255', 'lng': '126.5090862094'}",33.50213148,126.5090862,11:00,21:00,11:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/22/89eee8d1-ad6c-4835-abf6-c15193dc937c.jpg,True,False,False,False,True,False,False,False,True,"#제주시내 #용담 #한정식
#수육 #옥돔구이 #차돌박이칼국수 #칼국수 #흑임자칼국수",71.0,False,457
수눌음,제주특별자치도 서귀포시 대정읍 하모항구로 50,064-794-0025,"제주도민맛집, 가족외식, 식사모임","가성비좋은, 현지인맛집, 점심식사, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=owwhFa8KbbO8,"{'lat': '33.218150125578', 'lng': '126.250044433819'}",33.21815013,126.2500444,11:00,21:30,11:00,21:30,https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/c93bb4bd-a994-4a9a-96d9-8f656aa7d0dd.jpg,True,True,False,False,True,False,False,False,False,"#서귀포 #대정 #모슬포
#방어회 #고등어회 #한치회",87.8,False,458
수돈가스,제주특별자치도 제주시 한림읍 한림로 393,0507-1372-7042,데이트,"깔끔한, 예약, 점심식사, 저녁식사, 반려동물동반, 아기의자, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=poKJxpgKBZh2,"{'lat': '33.3974183884111', 'lng': '126.244330418006'}",33.39741839,126.2443304,10:00,19:00,10:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/22/717d7e46-36ae-4d0f-bcba-7ed4e3149384.jpg,True,False,True,True,False,False,False,False,False,"#한림 #협재 #돈까스
#등심돈까스 #안심돈까스 #카레돈까스",79.0,False,459
은희네해장국노형점,제주특별자치도 제주시 원노형로 41,064-711-5820,"혼밥, 해장","서민적인, 얼큰, 아침식사, 점심식사, 저녁식사, 연중무휴, 무료주차",https://www.diningcode.com/profile.php?rid=SM1FaS7xH9GV,"{'lat': '33.4850469004095', 'lng': '126.485037987096'}",33.4850469,126.485038,11:30,21:30,11:30,21:30,https://api.cdn.visitjeju.net/photomng/imgpath/202112/30/c0f64a55-2997-413e-bd27-22bf05978fa9.jpg,True,True,False,False,False,False,False,False,False,"#숙성흑돼지 #숙성도 #제주고기맛집
#돼지고기 #삼겹살 #음식 #식당 #2022고메페스타 #흑돼지 #목살 #등심 #가브리살 #항정살 #돼지껍데기 #양념돼지껍데기 #김치찌개 #볶음밥 #열무국수 #비빔국수",95.3,False,460
백가네제주한상,제주특별자치도 제주시 조천읍 함덕로 40,0507-1479-9966,"식사모임, 가족외식","현지인맛집, 오션뷰, 아침식사, 점심식사, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=g8MrLUouXlzm,"{'lat': '33.5423954649322', 'lng': '126.671132773258'}",33.54239546,126.6711328,12:00,22:00,12:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/bb8f2951-93cb-4642-8dcf-b0fa621b5ab2.jpg,True,False,False,False,True,False,False,True,False,"#함덕 #숙성고기 #삼겹살
#목살 #뼈삼겹 #뼈목살",64.2,False,461
순두부엔짬뽕,제주특별자치도 제주시 통물길 30,064-745-4499,"제주도민맛집, 식사모임, 해장","서민적인, 얼큰, 아침식사, 점심식사, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=CNlqzRJnMqTr,"{'lat': '33.4893650055132', 'lng': '126.434813654836'}",33.48936501,126.4348137,7:00,20:00,7:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202112/30/02c9a6b0-d4af-4198-ab9b-896a8b35cab6.jpg,True,True,False,False,True,False,False,False,False,"#짬뽕 #외도 #청국장
#음식 #식당 #순두부 #순두부짬뽕 #얼큰순두부 #두부전골 #모두부 #만두국 #무장애관광",81.0,False,462
순심이네,제주특별자치도 서귀포시 안덕면 산방로 3,0507-1406-0469,"회식, 아이와함께","예약, 깨끗, 점심식사, 저녁식사, 좌식테이블, 야외테라스, 주차",https://www.diningcode.com/profile.php?rid=ww2ZatfcN3Hi,"{'lat': '33.2461213799574', 'lng': '126.331215128727'}",33.24612138,126.3312151,16:00,22:00,16:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/61cef1cc-c27e-4952-a1e8-13c8863c0d39.jpg,True,False,False,True,False,False,False,False,True,"#흑돼지 #양념돼지갈비 #생목살
#생오겹살 #음식 #돼지구이 #흑돼지구이 #삼겹살 #대패삼겹살 #오겹살 #목살 #된장찌개 #김치찌개 #양념갈비 #흑돼지오겹살 #한우 #한우갈비살 #차돌박이 #한우살치살 #한우안창살 #차돌된장찌개 #냉면 #비빔냉면 #물냉면",56.0,False,463
해녀김밥본점,제주특별자치도 제주시 조천읍 함덕로 6,0507-1342-3005,"데이트, 혼밥","캐주얼한, 오션뷰, 아침식사, 점심식사, 테라스, 야외테라스, 무료주차",https://www.diningcode.com/profile.php?rid=uUkl5ih4xLCJ,"{'lat': '33.5406229953067', 'lng': '126.6739859636'}",33.540623,126.673986,9:00,17:00,9:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202112/30/45faf0df-f879-4b12-9960-6f868eeb92b9.jpg,True,False,False,False,False,False,True,True,True,"#전복뚝배기 #물회 #함덕해수욕장맛집
#음식 #식당 #오분작뚝배기 #성게미역국 #전복죽 #전복물회 #전복 #전복장 #고등어구이 #옥돔구이 #해산물모둠 #전복찜 #전복회 #성게 #소라 #멍게 #해삼 #한치 #해산물 #돌멍게",99.9,False,464
해맞이해장국,제주특별자치도 제주시 공설로 27-1 (오라일동),064-753-0007,해장,"얼큰, 아침식사, 점심식사, 장애인편의시설, 주차",https://www.diningcode.com/profile.php?rid=QIKvJwnQlzyu,"{'lat': '33.4976855177336', 'lng': '126.517245597413'}",33.49768552,126.5172456,07:00,17:00,07:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/41902879-e53f-44a7-9a9c-4346b763d2ce.jpg,True,False,False,False,False,False,False,False,False,"#보리밥 #강된장 #청국장
#뽀글이정식 #한식 #음식 #정식 #순두부찌개 #비빔밥 #콩나물해장국 #라면",79.0,False,465
순희뽀글이,제주특별자치도 제주시 공설로 27-1,064-755-7441,"제주도민맛집, 혼밥","현지인맛집, 아침식사, 점심식사",https://www.diningcode.com/profile.php?rid=G6VRVTmaThFX,"{'lat': '33.4976855177336', 'lng': '126.517245597413'}",33.49768552,126.5172456,7:00,17:00,7:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/04/90240274-49bc-4623-889f-094a129635a8.jpg,False,False,False,False,True,False,False,False,False,"#제주종합경기장 #정식 #청국장
#음식 #식당 #한정식 #순두부 #콩나물해장국 #뚝배기 #뚝배기비빔밥 #비빔밥 #라면 #파전 #계란말이",61.5,False,466
쉐프1192레스토랑,제주특별자치도 서귀포시 성산읍 환해장성로 465,0507-1472-1430,데이트,"뷰맛집, 오션뷰, 점심식사, 저녁식사, 반려동물동반, 주차",https://www.diningcode.com/profile.php?rid=UElJvGJoo2Cq,"{'lat': '33.3985906779922', 'lng': '126.905191363026'}",33.39859068,126.9051914,9:00,21:00,9:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/74f808b3-9960-4cef-ad1c-6ebd0a464c69.jpg,True,False,True,False,False,False,False,True,True,#나시고랭 #허브버터갈릭안심스테이크 #그릴피쉬,55.0,False,467
한림칼국수제주동문시장점,제주특별자치도 제주시 관덕로13길 3,0507-1401-6250,혼밥,"서민적인, 현지인맛집, 아침식사, 점심식사, 셀프바, 유아의자, 주차",https://www.diningcode.com/profile.php?rid=IrwZQyjNy1JP,"{'lat': '33.5134788718784', 'lng': '126.525813538082'}",33.51347887,126.5258135,8:00,17:00,8:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/df945a42-d210-4990-a8f7-95d97c2fb979.jpg,True,True,False,False,True,False,False,False,False,"#구제주 #동문시장 #초밥
#음식 #식당 #스시 #참다랑어 #참다랑어뱃살 #연어초밥 #광어초밥 #아부리초밥 #참치초밥 #장어초밥 #새우초밥 #간장새우초밥 #생연어초밥 #초소라초밥 #유부초밥 #계란초밥 #데마끼 #관자초밥 #황새치뱃살 #새우장 #전복초밥 #도미뱃살데리야끼 #성게알초밥 #연어알초밥 #회 #사시미 #튀김 #왕새우튀김 #모둠튀김 #참치덮밥 #연어덮밥 #장어덮밥 #소바 #우동 #새우튀김우동 #소고기우동",55.3,False,468
시나르,제주특별자치도 제주시 노형10길 3,0507-1403-0443,데이트,"분위기좋은, 예약, 저녁식사, 반려동물동반, 유아의자, 주차, 배달",https://www.diningcode.com/profile.php?rid=QN08EC1Pw4gZ,"{'lat': '33.4839087574425', 'lng': '126.477654999146'}",33.48390876,126.477655,17:30,0:00,17:30,0:00, https://api.cdn.visitjeju.net/photomng/thumbnailpath/201808/27/820ccd90-a5c9-4e8c-b821-3323bd7ab845.jpeg,True,False,True,False,False,False,True,False,False,"#멕시코 #스페인 #흑돼지
#말고기 #타코 #음식 #아보카도샐러드 #치킨퀘사디아 #샐러드 #감바스 #감바스알아히요 #새우샐러드 #와인 #무장애관광",58.0,False,469
식과함께,제주특별자치도 서귀포시 안덕면 화순로142번길 11-9,0507-1329-9745,식사모임,"서민적인, 다양한메뉴, 아침식사, 점심식사, 저녁식사, 아기의자, 주차",https://www.diningcode.com/profile.php?rid=ZGLJhChW1uex,"{'lat': '33.2474496015844', 'lng': '126.330152262641'}",33.2474496,126.3301523,10:30,21:00,10:30,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/3362ca68-45d7-4142-b681-78ed710a9432.jpg,True,True,False,False,False,False,False,False,False,"#안덕면 #갈치정식 #해물라면
#음식 #식당 #보말칼국수 #갈치조림 #고등어조림 #우럭튀김 #통문어튀김 #문어볶음 #딱새우 #성게미역국 #칼국수 #갈치구이 #미역국 #무장애관광",83.0,False,470
식당마요네즈,제주특별자치도 제주시 다랑곶3길 18,010-7444-9142,"술모임, 데이트","깔끔한, 매콤, 점심식사, 저녁식사, 바테이블",https://www.diningcode.com/profile.php?rid=Wej1Lbt3mEUo,"{'lat': '33.488911070371', 'lng': '126.478664179733'}",33.48891107,126.4786642,11:30,22:00,11:30,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/01/942472ed-6242-4c9f-b462-e500d902de76.jpg,False,False,False,True,False,False,False,False,False,"#제주시내 #노형동 #양식
#파스타 #필라프 #돈까스 #돈카츠 #",82.7,False,471
해바라기분식,제주특별자치도 제주시 관덕로13길 13,,"제주도민맛집, 해장, 혼밥","얼큰, 현지인맛집, 점심식사",https://www.diningcode.com/profile.php?rid=Wbv8JJD177O1,"{'lat': '33.5142114384906', 'lng': '126.525937732194'}",33.51421144,126.5259377,11:30,21:00,11:30,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201809/21/fd10d1dc-d263-4b12-a99b-f70eede530e9.jpg,False,False,False,False,True,False,False,False,False,"#순두부찌개 #오징어젓갈 #김치찌개
#백두부찌개 #음식 #참치찌개 #우동 #비빔밥 #식당 #순두부 #냄비우동 #비빔국수 #국수 #착한가격업소",63.0,False,472
동성식당,제주특별자치도 서귀포시 토평남로 109,064-733-6874,"다코숨은맛집, 제주도민맛집, 식사모임","서민적인, 현지인맛집, 점심식사, 저녁식사, 유아의자, 무료주차",https://www.diningcode.com/profile.php?rid=SNWWCy7m8Cp8,"{'lat': '33.26760838775', 'lng': '126.589233790158'}",33.26760839,126.5892338,10:00,22:00,10:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3985cd8d-37f9-43c3-877b-66fa1e124ba1.jpg,True,True,False,False,True,False,False,False,False,"#두루치기 #돔베고기 #흑돼지
#음식 #오겹살 #고기국수 #된장찌개 #김치찌개",90.8,False,473
비에이치씨치킨,제주특별자치도 서귀포시 중문관광로72번길 29-9,064-739-1313,야식,"매콤, 주차, 배달",https://www.diningcode.com/profile.php?rid=yrnIYPdARKIs,"{'lat': '33.249698457597', 'lng': '126.411556504447'}",33.24969846,126.4115565,08:00,22:30,08:00,22:30,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/712b7217-3ef5-4b81-9f48-f97a9a27fed8.jpg,True,False,False,False,False,False,False,False,False,"#한식 #일식 #횟집
#흑돼지 #회 #갈비탕 #음식 #갈치 #갈치구이 #갈치조림 #갈치회 #제주갈치조림 #제주갈치구이 #오겹살 #흑돼지오겹살 #목살 #가브리살 #항정살 #갈매기살 #전지 #한우 #한우등심 #한우갈비살 #한우안창살 #늑간살 #차돌박이 #소양념갈비 #육회 #한우육회 #육회비빔밥 #돌솥비빔밥 #불고기 #된장찌개 #냉면 #물냉면 #비빔냉면 #전복돌솥밥 #전복뚝배기 #한우갈비탕",56.0,False,474
민준이네,제주특별자치도 제주시 선덕로5길 19,064-711-9917,"제주도민맛집, 혼밥","서민적인, 현지인맛집, 아침식사, 점심식사, 저녁식사, 좌식테이블, 무료주차",https://www.diningcode.com/profile.php?rid=id0dEUqUBhCN,"{'lat': '33.4879383654905', 'lng': '126.499979523735'}",33.48793837,126.4999795,08:00,15:00,08:00,15:00,https://api.cdn.visitjeju.net/photomng/imgpath/202407/10/a70e775e-03c5-4abc-aee1-9d9df96a4e7c.JPG,True,True,False,False,True,False,False,False,False,"#제주공항근처맛집 #제주가볼만한곳 #제주맛집
#보말칼국수 #제주여행 #제주식당 #제주특산물 #제주보말",75.7,False,475
싸이공레시피,제주특별자치도 제주시 애월읍 하귀로25길 2,064-748-0420,"해장, 해장용","서민적인, 얼큰, 점심식사, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=IaUhpimMZofH,"{'lat': '33.4797762230485', 'lng': '126.400183867087'}",33.47977622,126.4001839,11:00,20:00,11:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/27/8182bf01-1c3f-4377-a249-fb5f67591cb0.jpeg,True,True,False,False,False,False,False,False,False,"#애월 #하귀리 #쌀국수
#베트남음식 #쓰어다",58.0,False,476
아니따파스타,제주특별자치도 제주시 한림읍 금악로1길 1,0507-1491-4082,"백종원의골목식당, 데이트, 가족외식","캐주얼한, 매콤, 점심식사, 무료주차",https://www.diningcode.com/profile.php?rid=IyDSgcOLX9Sl,"{'lat': '33.3588486555016', 'lng': '126.296300621177'}",33.35884866,126.2963006,11:00,18:00,11:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/01/07c1c414-da2b-42de-ae77-dd3e626f52fc.jpg,True,False,False,False,False,False,True,False,False,"#한림 #파스타 #전복
#새우 #딱새우 #감태 #리조또",84.0,False,477
제주로브,제주특별자치도 제주시 한림읍 협재1길 55,064-796-3312,간식,"뉴욕스타일, 예쁜, 점심식사, 저녁식사, 반려동물동반, 주차",https://www.diningcode.com/profile.php?rid=8mFvbqIbNgBf,"{'lat': '33.3989805604052', 'lng': '126.245336205905'}",33.39898056,126.2453362,09:00,16:10,09:00,16:10,https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/3ff3a2e8-705e-4af8-bdde-bbd45c20ce55.jpg,True,False,True,False,False,False,False,False,False,"#협재포구 #비빔밥 #퓨전음식
#음식 #식당 #딱새우 #새우장 #전복비빔밥 #문어비빔밥 #돼지수육 #수육",71.0,False,478
안전식당,제주특별자치도 제주시 사라봉길 4,064-752-3935,"제주도민맛집, 혼밥, 해장","서민적인, 현지인맛집, 무료주차",https://www.diningcode.com/profile.php?rid=Ij5dIsd22Or7,"{'lat': '33.5144352622367', 'lng': '126.539187744623'}",33.51443526,126.5391877,10:00,14:00,10:00,14:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/04/21c3430b-42eb-48d7-bab9-3a1356c894eb.jpg,True,True,False,False,True,False,False,False,False,"#사라봉 #동태찌개 #김치찌개
#음식 #식당",77.0,False,479
애월우니담,제주특별자치도 제주시 애월읍 고내로13길 107,0507-1361-5433,"데이트, 가족외식","경관/야경이좋은, 오션뷰, 아침식사, 점심식사, 저녁식사, 바다가보이는, 유아의자, 무료주차",https://www.diningcode.com/profile.php?rid=eL9oRAT18UPm,"{'lat': '33.4725004634945', 'lng': '126.348417569074'}",33.47250046,126.3484176,9:00,19:30,9:00,19:30,https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/be84d563-6f3f-43b9-9ab3-ad8c489ad049.jpg,True,False,False,False,False,False,False,True,True,"#성게 #우니 #미역국
#옥돔구이 #전복 #가마솥밥 #음식 #식당 #성게덮밥 #성게미역국 #장어덮밥 #성게비빔밥 #장어구이 #떡갈비 #양념게장",86.1,False,480
해성도뚜리,제주특별자치도 제주시 애월읍 애월해안로 682,0507-1376-6321,"가족외식, 데이트","서민적인, 오션뷰, 점심식사, 저녁식사, 바다가보이는, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=2KarWzLtQmJP,"{'lat': '33.4817582331455', 'lng': '126.374996587629'}",33.48175823,126.3749966,11:30,22:00,11:30,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202205/31/cc66e29f-f1b2-48ea-8418-c97a982c4f9e.JPG,True,True,True,False,False,False,False,True,False,"#찜뻥.흑돼지 #안심채움 #맛있는제주만들기
#음식 #식당 #오겹살 #목살 #양념갈비 #짬뽕",70.7,False,481
애월그때그집,제주특별자치도 제주시 애월읍 애월해안로 97,064-799-9229,"식사모임, 가족외식","시끌벅적한, 현지인맛집, 점심식사, 저녁식사, 연중무휴, 셀프바, 아기의자, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=O5GOVqfPP4h0,"{'lat': '33.4663252083351', 'lng': '126.324247488991'}",33.46632521,126.3242475,11:00,22:00,11:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/5cd794df-c8b4-4af3-bcbf-5ff04d3b107a.jpg,True,False,False,False,True,False,False,False,False,"#돼지고기 #흑돼지 #김치찌개
#삼겹살 #오겹살 #애월 #음식 #식당 #흑돼지김치찌개 #김치전골 #냉국수 #비빔국수 #수제소시지 #왕새우",83.2,False,482
애월오누이,제주특별자치도 제주시 애월읍 애월로9길 54,0507-1485-8857,식사모임,"서민적인, 아침식사, 점심식사, 저녁식사, 반려동물동반, 유아의자, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=mBPe4GVKTF4D,"{'lat': '33.4667123823146', 'lng': '126.318801214558'}",33.46671238,126.3188012,7:00,20:00,7:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/e7ada5ed-0671-48d0-8f24-2de791bdd57a.jpg,True,True,True,False,False,False,False,False,False,"#고등어구이 #옥돔구이 #칼국수
#흑돼지두루치기 #갈치조림 #고등어조림 #우럭조림 #전복돌솥밥 #김치찌개 #성게미역국 #한치물회 #전복물회 #음식",63.4,False,483
은혜전복,제주특별자치도 제주시 애월읍 애월로1길 24-3,0507-1432-9060,"가족외식, 식사모임","서민적인, 깔끔한, 아침식사, 점심식사, 저녁식사, 셀프바, 무료주차",https://www.diningcode.com/profile.php?rid=8dQrQRKO8lHP,"{'lat': '33.4629876063731', 'lng': '126.310165341377'}",33.46298761,126.3101653,10:00,20:00,10:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/df65a440-b049-4d8c-b893-ef1115b5d049.jpg,True,True,False,True,False,False,False,False,False,"#애월 #전복요리 #돌솥밥
#음식 #식당 #전복 #전복돌솥밥 #전복죽 #전복뚝배기 #전복해물라면 #전복구이 #전복찜 #전복물회 #고등어구이",81.8,False,484
애월집,제주특별자치도 제주시 애월읍 애월해안로 690,0507-1335-7024,"가족외식, 해장","캐주얼한, 오션뷰, 아침식사, 점심식사, 저녁식사, 바다가보이는, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=BAQ4klDfDrdQ,"{'lat': '33.4819977118666', 'lng': '126.375572420115'}",33.48199771,126.3755724,10:00,21:00,10:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/22/50e77626-87f8-4a85-b812-6352e4159425.jpg,True,False,True,False,False,False,True,True,False,"#애월 #고기국수 #흑돼지돈까스
#문어비빔국수 #뿔소라비빔국수 #고기국수 #해장국수",71.0,False,485
찜,제주특별자치도 제주시 애월읍 애월해안로 454-5,0507-1403-7496,"데이트, 식사모임","깔끔한, 매콤, 점심식사, 저녁식사, 셀프바, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=zRYx8XI4Yjs9,"{'lat': '33.4765701657294', 'lng': '126.354212823957'}",33.47657017,126.3542128,11:30,22:00,11:30,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/01/cddbbe97-ce9a-41a6-9569-38dd101f18db.jpg,True,False,True,True,False,False,False,False,False,"#애월 #갈비찜 #전복
#낙지",85.2,False,486
양가형제노형점,제주특별자치도 제주시 노형4길 10,0507-1379-9338,데이트,"예약, 점심식사, 저녁식사, 테이크아웃, 반려동물동반, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=6E2MskLqADW2,"{'lat': '33.481815866776', 'lng': '126.475279981524'}",33.48181587,126.47528,11:30,19:00,11:30,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202308/17/7f60ba50-2f40-40d7-a80e-da1c58184a10.jpg,True,False,True,False,False,False,False,False,False,"#햄버거 #더블패티 #어니언링
#감자튀김",69.3,False,487
양대감,제주특별자치도 제주시 원노형로 36,0507-1427-9593,"식사모임, 부모님","고급스러운, 예약, 점심식사, 저녁식사, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=s5h56xQSmkPm,"{'lat': '33.4855067218809', 'lng': '126.484693215429'}",33.48550672,126.4846932,12:00,0:00,12:00,0:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/21/2b21dcfb-7fed-4426-ab89-d306f99092e5.jpg,True,False,True,False,False,False,True,False,False,"#제주시내 #노형동 #흑돼지
#숄더랙 #근고기 #뼈삼겹 #목살 #생갈비",121.7,False,488
양혜란식당,제주특별자치도 서귀포시 서호남로32번길 41,064-739-6886,"혼밥, 가족외식","서민적인, 가성비좋은, 아침식사, 점심식사, 저녁식사, 주차",https://www.diningcode.com/profile.php?rid=UQC50nbf2Clt,"{'lat': '33.2497786391318', 'lng': '126.514605572768'}",33.24977864,126.5146056,7:00,21:00,7:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/25/36329ca6-6855-418c-8656-e184b5668b4b.jpg,True,True,False,False,False,False,False,False,False,"#서귀포시내 #백반 #딱새우장
#생선구이 #문어장 #흑돼지두루치기 #갈치조림",78.0,False,489
더부즈제주,"제주특별자치도 제주시 노형11길 18, 2층",0507-1405-0078,"혼술, 데이트장소","고급스러운, 분위기좋은",https://www.diningcode.com/profile.php?rid=zGKiTs2ruEFW,"{'lat': '33.4833741486677', 'lng': '126.477663372624'}",33.48337415,126.4776634,12:00,22:00,12:00,22:00, https://api.cdn.visitjeju.net/photomng/thumbnailpath/202401/15/9bde6486-e8f2-4480-8017-8c798bf94b32.png,False,False,False,False,False,False,True,False,False,#안전여행스탬프 #비스트로 #와인,64.0,False,490
연동길,제주특별자치도 제주시 은남2길 23,064-748-9363,제주도민맛집,"서민적인, 현지인맛집, 점심식사, 저녁식사",https://www.diningcode.com/profile.php?rid=nGAdpB2gAgaN,"{'lat': '33.4880803953564', 'lng': '126.493393579591'}",33.4880804,126.4933936,10:30,21:00,10:30,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/04/3b5000d6-5cab-4172-a8cf-7aff828eb36a.jpg,False,True,False,False,True,False,False,False,False,"#연동 #낙지볶음 #청국장
#음식 #식당 #새우볶음",70.9,False,491
